empresa_id,nome_empresa,cnpj,segmento,porte,cidade,estado,data_criacao
FED99D3B,da Paz Fogaça S/A,83.806.578/7598-00,Varejo,Média,da Mata do Campo,SE,2024-12-24
098791C8,Guerra,42.059.304/0785-00,Educação,Grande,Gomes de Fernandes,CE,2025-07-11
4E7166BC,Freitas,32.133.480/3965-00,Educação,Pequena,Barros das Pedras,AP,2025-03-31
11361C9B,Nogueira da Rocha Ltda.,23.955.905/9929-00,Indústria,Média,Barros,MT,2026-03-24
D0C05227,das Neves,84.270.103/9308-00,Saúde,Pequena,Pereira de Silva,PA,2024-02-15
2A321913,Ferreira,59.325.250/0292-00,Educação,Pequena,Aparecida de Siqueira,MS,2026-01-12
5D989E38,da Mota,85.156.915/4522-00,Logística,Média,Barbosa,RO,2026-02-16
4212287E,Fonseca,75.289.539/2644-00,Indústria,Pequena,Alves,BA,2025-12-31
40CB2399,Andrade,09.690.295/9391-00,Saúde,Pequena,Azevedo,ES,2026-02-28
B05CCE3F,Fonseca,51.355.215/7043-00,Indústria,Grande,Nunes do Norte,RN,2024-01-26
BEBD485D,Freitas,15.410.067/6267-00,Saúde,Média,Macedo de Minas,RJ,2024-01-01
F5F6E12A,Gonçalves,86.179.327/1040-00,Varejo,Média,Rezende Paulista,ES,2023-11-25
E07C1996,Sousa S.A.,11.526.218/1599-00,Saúde,Grande,Moreira de Gomes,PI,2023-12-01
35EF0143,Vasconcelos,06.296.201/5336-00,Logística,Grande,Santos dos Dourados,DF,2026-01-07
E9D19EFB,Sales,84.443.106/9872-00,Tecnologia,Média,Costa de Campos,BA,2023-09-25
A03907E0,Cavalcanti,06.149.731/0324-00,Tecnologia,Média,Borges de Rodrigues,MT,2026-04-04
31D8B33E,Santos,14.677.418/6256-00,Varejo,Pequena,Novaes,PI,2024-08-26
D8CC5EEA,Castro,70.477.434/9021-00,Tecnologia,Grande,Vieira,MS,2025-07-31
3F5B5AAB,Campos Costa S.A.,58.693.806/8687-00,Financeiro,Pequena,Vieira,PR,2023-07-12
53450D17,Novaes,74.160.898/9921-00,Educação,Média,Martins da Prata,BA,2026-01-07
3BD985B4,Azevedo Ltda.,22.332.061/6329-00,Varejo,Média,Silva do Amparo,PE,2025-03-01
85AFEFDB,Oliveira,11.686.854/8709-00,Financeiro,Grande,Cardoso,MT,2026-02-23
1036BC4F,Machado - ME,61.622.999/1191-00,Educação,Média,Cardoso da Prata,RS,2025-12-01
895AB29C,Vargas Cardoso - ME,85.646.799/7024-00,Saúde,Pequena,Campos,PE,2024-01-25
9641BB51,Cavalcante,99.606.530/7450-00,Varejo,Média,Duarte,RR,2024-05-17
0DA79E68,Moreira,44.713.247/5469-00,Logística,Pequena,Barros Paulista,DF,2026-02-12
CADD2414,Cardoso,37.367.850/8214-00,Logística,Grande,Pimenta da Prata,AP,2025-07-21
098EC135,Pastor Pacheco S.A.,62.890.233/0307-00,Tecnologia,Média,Ribeiro,RN,2025-12-28
87F094D1,Nunes,34.578.610/3579-00,Saúde,Pequena,Alves,AP,2023-08-11
6B9DBA05,Rezende,79.855.241/4060-00,Indústria,Grande,Vargas,RJ,2025-03-10
3DF31231,Monteiro e Filhos,33.334.680/0722-00,Financeiro,Pequena,Ramos da Mata,PR,2024-06-16
634848EC,da Rosa,34.944.665/7437-00,Varejo,Grande,Barbosa de Sales,AL,2024-02-02
0D7C130F,Leão,89.691.085/8994-00,Varejo,Grande,Martins de Costela,MT,2025-12-30
6008BAE9,Dias Silva Ltda.,17.154.544/4328-00,Educação,Pequena,Guerra Grande,SP,2024-12-28
31A3B43B,Dias S.A.,09.652.074/4666-00,Logística,Pequena,Campos de da Mata,PB,2024-06-21
3E962DCB,Brito Aragão Ltda.,99.353.875/8428-00,Indústria,Média,Pimenta das Pedras,ES,2024-02-05
51AA03AD,Oliveira,17.248.251/3534-00,Saúde,Média,Correia da Serra,PR,2025-08-09
