deal_id,empresa_id,nome_empresa,cnpj,pipeline,etapa,vendedor_id,vendedor_nome,data_criacao,data_fechamento,dias_ciclo,vl_mrr,vl_setup,receita_total,sigla_proposta,motivo_perda,ultima_atualizacao
3DDA446C-3,0567375A,Vasconcelos Moreira - ME,81.685.054/2357-00,MIDDLE,Qualificação,V006,Gabriel Rocha,2025-05-16,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-06-23
F4C1E61D-8,086BB693,Araújo Ltda.,97.881.914/8580-00,CORPORATE,Proposta enviada,V002,Bruno Carvalho,2025-07-16,,,0.0,0.0,0.0,PROP NEOGRID,,2025-09-03
D4BB4C02-5,65E68BDA,Campos,52.312.432/9212-00,MIDDLE,Ganho (MIDDLE),V008,Igor Nascimento,2024-08-13,2024-10-30,78.0,7492.53,28784.64,36277.17,PROP,,2024-09-22
1A575578-E,530D74E3,Macedo Macedo S.A.,06.403.910/6518-00,MIDDLE,Qualificação,V008,Igor Nascimento,2026-02-19,,,0.0,0.0,0.0,PROP NEOGRID,,2026-03-11
4E06D423-F,364CD2EC,Dias - ME,62.312.038/7509-00,MIDDLE,Negociação,V008,Igor Nascimento,2025-07-30,,,0.0,0.0,0.0,PROP NEOGRID,,2025-09-15
1D946A90-E,D37CC67F,Pastor Cunha S.A.,69.033.119/0790-00,MIDDLE,Qualificação,V004,Diego Souza,2026-04-10,,,0.0,0.0,0.0,PROP NEOGRID,,2026-06-09
8E21B5A6-C,BA97B2C4,Abreu,04.709.521/4562-00,CORPORATE,Prospecção,V007,Helena Costa,2026-01-18,,,0.0,0.0,0.0,PROP NEOGRID,,2026-02-22
0777431D-F,E07C1996,Sousa S.A.,11.526.218/1599-00,CORPORATE,Prospecção,V007,Helena Costa,2024-11-13,,,0.0,0.0,0.0,PROP NEOGRID,,2024-12-22
30CE0030-B,93E2E7C6,Brito,30.756.220/8635-00,CORPORATE,Prospecção,V007,Helena Costa,2025-06-21,,,0.0,0.0,0.0,PROP NEOGRID,,2025-07-31
5D74814C-3,26BD4132,Novaes,45.961.586/5780-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2026-04-04,,,0.0,0.0,0.0,PROP NEOGRID,,2026-05-29
31F82663-3,D37CC67F,Pastor Cunha S.A.,69.033.119/0790-00,MIDDLE,Qualificação,V006,Gabriel Rocha,2024-10-19,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-11-22
473A56B0-1,4283A2A1,Moura,01.938.026/2067-00,CORPORATE,Proposta enviada,V007,Helena Costa,2024-07-26,,,0.0,0.0,0.0,PROP NEOGRID,,2024-08-28
FF1152BD-6,32FECDEB,Guerra,63.834.657/8713-00,MIDDLE,Ganho (MIDDLE),V008,Igor Nascimento,2024-10-28,2024-12-30,63.0,12265.91,14372.09,26638.0,PROP NEOGRID,,2024-11-23
25E13EC4-4,9232070A,Moreira,88.880.670/6540-00,MIDDLE,Prospecção,V003,Carla Mendes,2026-05-03,,,0.0,0.0,0.0,PROP,,2026-05-25
09A76E31-D,44E554CB,Rocha Silveira e Filhos,87.431.527/4205-00,MIDDLE,Qualificação,V003,Carla Mendes,2024-12-16,,,0.0,0.0,0.0,PROP,,2025-02-03
EF6A2942-2,A672989C,Souza,18.347.382/9973-00,MIDDLE,Negociação,V004,Diego Souza,2026-04-26,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-05-23
B84E4FC9-8,530D74E3,Macedo Macedo S.A.,06.403.910/6518-00,MIDDLE,Prospecção,V008,Igor Nascimento,2025-04-11,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-04-26
575C85C1-D,BFAA86F5,da Mata,16.453.521/8188-00,MIDDLE,Prospecção,V006,Gabriel Rocha,2025-03-07,,,0.0,0.0,0.0,PROP,,2025-03-25
D61C2507-F,06DCB309,Silva Casa Grande Ltda.,61.990.623/4456-00,CORPORATE,Proposta enviada,V007,Helena Costa,2025-07-29,,,0.0,0.0,0.0,PROP NEOGRID,,2025-07-30
918C3FE7-8,CA607380,Ramos,20.643.611/0371-00,CORPORATE,Prospecção,V001,Ana Paula Ferreira,2025-10-25,,,0.0,0.0,0.0,PROP,,2025-12-09
DDEEFCAA-E,D0C05227,das Neves,84.270.103/9308-00,MIDDLE,Negociação,V004,Diego Souza,2026-01-31,,,0.0,0.0,0.0,PROP NEOGRID,,2026-02-26
3EDA44E6-7,85FA5A07,Camargo Martins S/A,43.102.786/8144-00,MIDDLE,Negociação,V008,Igor Nascimento,2025-04-18,,,0.0,0.0,0.0,PROP NEOGRID,,2025-04-23
1506249E-6,98F57D6E,Cassiano,46.786.691/2517-00,CORPORATE,Prospecção,V007,Helena Costa,2026-02-19,,,0.0,0.0,0.0,PROP NEOGRID,,2026-04-12
D29E932B-2,B423A580,Mendonça Cunha Ltda.,91.022.901/4767-00,MIDDLE,Ganho (MIDDLE),V003,Carla Mendes,2025-08-22,2025-12-03,103.0,11797.15,14402.91,26200.06,PROP PARCEIRO,,2025-08-24
58AF4755-3,5EB47A29,Pimenta,58.514.936/8998-00,CORPORATE,Qualificação,V001,Ana Paula Ferreira,2024-11-16,,,0.0,0.0,0.0,PROP NEOGRID,,2024-12-29
77F00442-2,F1C53C0E,Silveira Jesus - ME,03.690.034/3244-00,MIDDLE,Perdido,V004,Diego Souza,2024-07-28,2024-08-12,15.0,0.0,0.0,0.0,PROP,Sem budget,2024-08-27
FDDF2DE8-A,BFAA86F5,da Mata,16.453.521/8188-00,MIDDLE,Prospecção,V003,Carla Mendes,2024-06-20,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-07-17
A9BD8C90-9,55D5913C,Sá S/A,97.278.755/8867-00,MIDDLE,Prospecção,V006,Gabriel Rocha,2024-09-12,,,0.0,0.0,0.0,PROP,,2024-09-14
55916FA0-C,87F094D1,Nunes,34.578.610/3579-00,MIDDLE,Proposta enviada,V004,Diego Souza,2025-04-18,,,0.0,0.0,0.0,PROP NEOGRID,,2025-04-23
D310148D-C,31A3B43B,Dias S.A.,09.652.074/4666-00,MIDDLE,Perdido,V003,Carla Mendes,2026-03-03,2026-06-07,96.0,0.0,0.0,0.0,PROP,Escolheu concorrente,2026-04-03
27FB3A40-A,7E995ADB,Rocha e Filhos,14.294.019/6556-00,CORPORATE,Qualificação,V005,Fernanda Lima,2025-02-08,,,0.0,0.0,0.0,PROP NEOGRID,,2025-03-02
D1EC65D4-D,292D3B5B,Porto,99.309.728/9623-00,CORPORATE,Prospecção,V001,Ana Paula Ferreira,2024-12-23,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-02-05
24167BA0-4,8D725814,Moura,28.733.427/0866-00,MIDDLE,Prospecção,V004,Diego Souza,2024-10-24,,,0.0,0.0,0.0,PROP NEOGRID,,2024-12-18
B21C7898-8,9B5D5E36,Teixeira e Filhos,46.095.396/2185-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2025-01-28,,,0.0,0.0,0.0,PROP NEOGRID,,2025-02-26
F677E548-4,5D989E38,da Mota,85.156.915/4522-00,CORPORATE,Negociação,V007,Helena Costa,2025-10-26,,,0.0,0.0,0.0,PROP NEOGRID,,2025-12-14
5CAE6B10-F,71090C6E,Lopes Machado S.A.,52.287.280/8010-00,CORPORATE,Qualificação,V001,Ana Paula Ferreira,2024-06-28,,,0.0,0.0,0.0,PROP,,2024-07-31
8393E254-B,65DFF55B,Cardoso Viana - EI,86.863.375/2431-00,MIDDLE,Negociação,V004,Diego Souza,2024-08-14,,,0.0,0.0,0.0,PROP NEOGRID,,2024-08-21
5BDCD1E0-B,8DA571B6,Pinto Marques e Filhos,77.514.010/5123-00,CORPORATE,Proposta enviada,V001,Ana Paula Ferreira,2026-03-20,,,0.0,0.0,0.0,PROP,,2026-04-01
6FCC3FFB-0,E9C14CE5,Martins e Filhos,15.220.472/7790-00,CORPORATE,Qualificação,V001,Ana Paula Ferreira,2026-04-01,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-05-02
AF15BD4F-5,6B9DBA05,Rezende,79.855.241/4060-00,MIDDLE,Prospecção,V004,Diego Souza,2024-08-21,,,0.0,0.0,0.0,PROP,,2024-10-01
0CB5E14F-A,05976912,Silva Fernandes S.A.,12.419.049/6631-00,MIDDLE,Perdido,V003,Carla Mendes,2025-01-09,2025-06-26,168.0,0.0,0.0,0.0,PROP NEOGRID,Sem budget,2025-02-28
B6D77A81-4,292D3B5B,Porto,99.309.728/9623-00,CORPORATE,Ganho (CORPORATE),V005,Fernanda Lima,2024-11-08,2024-11-23,15.0,60072.53,126823.91,186896.44,PROP,,2025-01-07
DA9F7F5B-1,5A3233A0,Martins Porto Ltda.,95.269.495/8887-00,CORPORATE,Perdido,V001,Ana Paula Ferreira,2026-01-20,2026-03-25,64.0,0.0,0.0,0.0,PROP PARCEIRO,Escolheu concorrente,2026-02-25
2D58C4C9-9,D2457A9D,Oliveira e Filhos,05.151.864/4925-00,CORPORATE,Proposta enviada,V007,Helena Costa,2026-01-15,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-02-13
29D92826-7,11361C9B,Nogueira da Rocha Ltda.,23.955.905/9929-00,MIDDLE,Ganho (MIDDLE),V004,Diego Souza,2025-10-31,2026-03-25,145.0,6621.8,11450.36,18072.16,PROP,,2025-12-04
D6D4C6F5-5,086BB693,Araújo Ltda.,97.881.914/8580-00,MIDDLE,Perdido,V006,Gabriel Rocha,2024-10-17,2025-01-13,88.0,0.0,0.0,0.0,PROP PARCEIRO,Projeto cancelado,2024-12-08
72DFEA4D-3,4E0DFAFD,Alves,99.650.477/3586-00,MIDDLE,Proposta enviada,V004,Diego Souza,2025-04-14,,,0.0,0.0,0.0,PROP NEOGRID,,2025-05-07
41022E26-C,04A407CE,Cavalcanti,44.905.814/7700-00,MIDDLE,Qualificação,V008,Igor Nascimento,2026-05-03,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-05-04
A2E5FA66-F,C19F0F05,Guerra Campos - EI,34.714.345/5812-00,CORPORATE,Perdido,V005,Fernanda Lima,2026-04-27,2026-07-17,81.0,0.0,0.0,0.0,PROP NEOGRID,Preço alto,2026-06-15
F2072B7C-B,4212287E,Fonseca,75.289.539/2644-00,MIDDLE,Ganho (MIDDLE),V004,Diego Souza,2026-01-27,2026-02-10,14.0,7445.18,6371.0,13816.18,PROP NEOGRID,,2026-02-19
EFC8F7E4-7,8EA0B8E0,Novaes,49.027.874/2967-00,CORPORATE,Prospecção,V005,Fernanda Lima,2026-01-29,,,0.0,0.0,0.0,PROP,,2026-03-16
A4A1B997-D,7A81C4E3,Cardoso Garcia - EI,86.805.891/1352-00,CORPORATE,Negociação,V007,Helena Costa,2025-11-07,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-12-13
D82E0A86-B,B50791E2,Souza - EI,78.886.101/5819-00,CORPORATE,Proposta enviada,V005,Fernanda Lima,2026-03-26,,,0.0,0.0,0.0,PROP,,2026-05-14
D052B707-9,B4F9271B,Leão,27.484.677/3782-00,CORPORATE,Perdido,V005,Fernanda Lima,2025-05-12,2025-09-05,116.0,0.0,0.0,0.0,PROP,Sem retorno,2025-07-10
F8FAA700-4,6141C60B,da Cruz e Filhos,04.223.253/6729-00,CORPORATE,Proposta enviada,V007,Helena Costa,2026-03-09,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-04-14
7DD35BD5-E,0A9DCD56,Sá,34.316.117/2400-00,CORPORATE,Qualificação,V002,Bruno Carvalho,2025-11-28,,,0.0,0.0,0.0,PROP NEOGRID,,2025-12-26
CEA5A3A1-1,E9FA9418,Brito,00.109.439/6907-00,CORPORATE,Prospecção,V005,Fernanda Lima,2025-03-26,,,0.0,0.0,0.0,PROP NEOGRID,,2025-05-01
7AC7ACA2-F,98F57D6E,Cassiano,46.786.691/2517-00,CORPORATE,Proposta enviada,V005,Fernanda Lima,2026-02-05,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-02-13
66A037C9-F,35EF0143,Vasconcelos,06.296.201/5336-00,CORPORATE,Qualificação,V002,Bruno Carvalho,2024-12-20,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-01-28
078C9258-0,32FECDEB,Guerra,63.834.657/8713-00,CORPORATE,Prospecção,V005,Fernanda Lima,2025-02-17,,,0.0,0.0,0.0,PROP,,2025-02-24
D065D9A8-6,D19998B0,Pereira,69.711.798/0893-00,MIDDLE,Qualificação,V006,Gabriel Rocha,2025-10-20,,,0.0,0.0,0.0,PROP,,2025-12-08
60A765AD-2,15D2C1B6,Montenegro,93.618.324/2102-00,MIDDLE,Prospecção,V006,Gabriel Rocha,2024-08-10,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-08-19
551CE720-8,8DA571B6,Pinto Marques e Filhos,77.514.010/5123-00,MIDDLE,Prospecção,V004,Diego Souza,2025-10-11,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-12-04
B298291D-5,FE660962,Fonseca Freitas Ltda.,66.711.684/5775-00,CORPORATE,Prospecção,V001,Ana Paula Ferreira,2025-08-28,,,0.0,0.0,0.0,PROP NEOGRID,,2025-08-28
231158AD-A,1036BC4F,Machado - ME,61.622.999/1191-00,MIDDLE,Proposta enviada,V003,Carla Mendes,2025-06-25,,,0.0,0.0,0.0,PROP,,2025-08-11
9DAE03B5-1,84D3FBF9,Rios,89.517.187/0262-00,CORPORATE,Prospecção,V005,Fernanda Lima,2024-10-19,,,0.0,0.0,0.0,PROP,,2024-12-02
30F17874-C,3BE386AF,Marques - EI,89.373.467/0656-00,CORPORATE,Qualificação,V001,Ana Paula Ferreira,2025-08-15,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-09-23
57B58A5A-6,E252C667,Pires,45.562.386/9222-00,MIDDLE,Prospecção,V003,Carla Mendes,2026-02-24,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-03-19
35A9E211-5,7D7C275E,Porto,81.219.136/1939-00,CORPORATE,Prospecção,V007,Helena Costa,2025-09-09,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-09-15
9225A788-0,1F7D8ED3,Alves,74.801.624/5650-00,MIDDLE,Qualificação,V003,Carla Mendes,2025-10-25,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-12-23
981D6D33-4,3D311D83,Jesus Rezende S.A.,44.736.471/0276-00,CORPORATE,Prospecção,V005,Fernanda Lima,2025-05-27,,,0.0,0.0,0.0,PROP,,2025-06-18
E957BC2C-A,09B6FB30,Porto - ME,31.491.905/8651-00,MIDDLE,Qualificação,V006,Gabriel Rocha,2025-09-04,,,0.0,0.0,0.0,PROP NEOGRID,,2025-10-25
95659AF2-F,64B10843,Pacheco Ltda.,42.199.330/8330-00,CORPORATE,Proposta enviada,V007,Helena Costa,2026-04-03,,,0.0,0.0,0.0,PROP,,2026-04-12
E8B17B4B-4,E385EF60,Araújo da Costa - EI,47.510.799/1183-00,MIDDLE,Ganho (MIDDLE),V004,Diego Souza,2026-02-03,2026-05-16,102.0,8290.05,20983.86,29273.91,PROP PARCEIRO,,2026-03-18
A90E512F-5,D1DFBA49,Gomes Marques Ltda.,83.982.258/7139-00,CORPORATE,Qualificação,V002,Bruno Carvalho,2025-02-21,,,0.0,0.0,0.0,PROP NEOGRID,,2025-03-21
C1508BAA-0,F1BAE541,Fernandes Vargas - ME,11.554.262/2189-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2024-09-16,,,0.0,0.0,0.0,PROP,,2024-10-05
FFAA7EA0-1,93544373,Câmara Azevedo Ltda.,42.786.801/1280-00,CORPORATE,Qualificação,V002,Bruno Carvalho,2024-07-01,,,0.0,0.0,0.0,PROP NEOGRID,,2024-07-05
61F7EA19-2,1171D2F8,Silva,84.982.544/9481-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2026-04-03,,,0.0,0.0,0.0,PROP NEOGRID,,2026-04-29
D2AC6ED0-B,3993A10A,Rios Caldeira Ltda.,94.808.313/6783-00,MIDDLE,Qualificação,V006,Gabriel Rocha,2025-11-29,,,0.0,0.0,0.0,PROP,,2025-11-30
AAD08170-D,865AC4FF,Câmara,94.078.161/8495-00,MIDDLE,Proposta enviada,V004,Diego Souza,2024-08-31,,,0.0,0.0,0.0,PROP NEOGRID,,2024-09-05
80BECF39-2,C19F0F05,Guerra Campos - EI,34.714.345/5812-00,MIDDLE,Prospecção,V008,Igor Nascimento,2024-07-07,,,0.0,0.0,0.0,PROP NEOGRID,,2024-08-06
5BB514DE-3,BBA4CF15,Santos,60.494.519/8327-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2026-03-31,,,0.0,0.0,0.0,PROP NEOGRID,,2026-05-30
4837EF94-3,65C21445,Abreu,30.980.500/9788-00,MIDDLE,Prospecção,V004,Diego Souza,2025-10-06,,,0.0,0.0,0.0,PROP NEOGRID,,2025-11-30
F9226B16-E,E9C14CE5,Martins e Filhos,15.220.472/7790-00,MIDDLE,Proposta enviada,V008,Igor Nascimento,2025-08-24,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-10-10
B2640D7F-7,F1DD5D76,Caldeira,08.470.076/6177-00,MIDDLE,Negociação,V008,Igor Nascimento,2024-08-15,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-09-17
4778D27B-F,CDABD7E0,Gomes - ME,75.618.537/4741-00,CORPORATE,Proposta enviada,V007,Helena Costa,2025-01-21,,,0.0,0.0,0.0,PROP,,2025-02-23
0F97E36E-B,E385EF60,Araújo da Costa - EI,47.510.799/1183-00,MIDDLE,Perdido,V003,Carla Mendes,2024-10-09,2025-01-21,104.0,0.0,0.0,0.0,PROP,Escolheu concorrente,2024-10-27
2E31E708-E,3E9184C1,Cavalcanti e Filhos,34.125.286/6929-00,MIDDLE,Qualificação,V006,Gabriel Rocha,2025-07-15,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-09-11
3D2851DB-3,545F1A7C,Borges - ME,34.192.832/7648-00,CORPORATE,Proposta enviada,V002,Bruno Carvalho,2025-01-14,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-02-15
6050EC82-6,C19F0F05,Guerra Campos - EI,34.714.345/5812-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2025-03-27,,,0.0,0.0,0.0,PROP,,2025-04-25
3A622FC6-D,A018E4DD,Machado,20.275.884/2524-00,CORPORATE,Ganho (CORPORATE),V001,Ana Paula Ferreira,2025-08-20,2025-11-15,87.0,56878.81,137002.74,193881.55,PROP,,2025-10-04
BDEF0CE7-1,9641BB51,Cavalcante,99.606.530/7450-00,CORPORATE,Prospecção,V007,Helena Costa,2024-07-23,,,0.0,0.0,0.0,PROP NEOGRID,,2024-09-07
30D7ED76-C,AD09D08B,Lopes,99.938.677/4964-00,CORPORATE,Qualificação,V007,Helena Costa,2026-03-20,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-05-14
0EC2450F-E,51FAAFB8,Montenegro Pereira S/A,26.542.351/1615-00,CORPORATE,Prospecção,V002,Bruno Carvalho,2025-11-01,,,0.0,0.0,0.0,PROP NEOGRID,,2025-11-20
9FAAD765-2,BB18AD55,Nunes,91.216.558/5239-00,MIDDLE,Prospecção,V004,Diego Souza,2026-01-03,,,0.0,0.0,0.0,PROP,,2026-02-11
A9E036EA-0,1171D2F8,Silva,84.982.544/9481-00,MIDDLE,Prospecção,V008,Igor Nascimento,2024-12-09,,,0.0,0.0,0.0,PROP NEOGRID,,2024-12-24
46E56761-E,D8CC5EEA,Castro,70.477.434/9021-00,CORPORATE,Proposta enviada,V007,Helena Costa,2025-01-24,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-01-24
30BAC319-9,2A321913,Ferreira,59.325.250/0292-00,CORPORATE,Ganho (CORPORATE),V005,Fernanda Lima,2024-08-07,2025-01-19,165.0,46816.15,125535.35,172351.5,PROP,,2024-08-18
783D94D0-C,0A5A4D0E,Silveira,77.997.995/5271-00,CORPORATE,Prospecção,V005,Fernanda Lima,2026-03-27,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-05-19
0D39FAE8-D,3E962DCB,Brito Aragão Ltda.,99.353.875/8428-00,MIDDLE,Qualificação,V003,Carla Mendes,2026-03-14,,,0.0,0.0,0.0,PROP,,2026-04-26
1565B795-B,D2457A9D,Oliveira e Filhos,05.151.864/4925-00,MIDDLE,Proposta enviada,V004,Diego Souza,2025-01-22,,,0.0,0.0,0.0,PROP,,2025-01-27
DD4408C9-6,CF86BBC8,Cardoso,72.980.699/0162-00,MIDDLE,Qualificação,V008,Igor Nascimento,2026-02-23,,,0.0,0.0,0.0,PROP,,2026-03-13
8132EEFB-E,DAB7368B,da Rocha S/A,27.532.697/3112-00,MIDDLE,Prospecção,V006,Gabriel Rocha,2025-05-31,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-06-13
563C8109-3,C8CD2C82,Nogueira Cardoso e Filhos,34.216.073/3754-00,CORPORATE,Prospecção,V001,Ana Paula Ferreira,2024-12-24,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-01-11
B37A10F1-A,F1DD5D76,Caldeira,08.470.076/6177-00,MIDDLE,Proposta enviada,V006,Gabriel Rocha,2025-08-11,,,0.0,0.0,0.0,PROP NEOGRID,,2025-10-09
59978091-5,26BD4132,Novaes,45.961.586/5780-00,CORPORATE,Proposta enviada,V007,Helena Costa,2024-11-17,,,0.0,0.0,0.0,PROP,,2025-01-12
EDB3103E-5,9B5D5E36,Teixeira e Filhos,46.095.396/2185-00,CORPORATE,Negociação,V002,Bruno Carvalho,2026-05-02,,,0.0,0.0,0.0,PROP,,2026-06-18
181F7C26-B,18B11F1A,Câmara,37.575.844/1986-00,CORPORATE,Negociação,V007,Helena Costa,2025-03-06,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-03-19
31AD90E6-0,6141C60B,da Cruz e Filhos,04.223.253/6729-00,CORPORATE,Proposta enviada,V005,Fernanda Lima,2025-08-16,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-09-20
6C08AF17-C,5D8AAD64,Dias,37.147.321/0469-00,MIDDLE,Negociação,V003,Carla Mendes,2025-05-27,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-05-28
3DB81F7E-2,35EF0143,Vasconcelos,06.296.201/5336-00,CORPORATE,Prospecção,V005,Fernanda Lima,2024-06-14,,,0.0,0.0,0.0,PROP,,2024-07-25
2EF5935E-4,15E4AE09,Cirino,59.514.846/5648-00,CORPORATE,Qualificação,V007,Helena Costa,2024-10-31,,,0.0,0.0,0.0,PROP NEOGRID,,2024-12-29
1CC2CE02-6,82B4894F,Montenegro,72.190.340/4384-00,CORPORATE,Ganho (CORPORATE),V005,Fernanda Lima,2024-10-02,2025-03-29,178.0,28662.71,85023.97,113686.68,PROP,,2024-11-07
A926F8FD-C,A81F0506,Machado,07.622.683/8851-00,MIDDLE,Negociação,V006,Gabriel Rocha,2026-02-25,,,0.0,0.0,0.0,PROP,,2026-03-18
3B50A5EC-5,2F855BA7,Duarte Pereira - ME,33.959.629/2330-00,MIDDLE,Proposta enviada,V004,Diego Souza,2024-09-26,,,0.0,0.0,0.0,PROP,,2024-11-20
47E37039-0,258375C9,Ribeiro S.A.,82.512.868/2300-00,MIDDLE,Negociação,V006,Gabriel Rocha,2026-04-01,,,0.0,0.0,0.0,PROP,,2026-04-24
CC594F0E-D,97D23122,Ferreira,96.194.311/4262-00,MIDDLE,Ganho (MIDDLE),V006,Gabriel Rocha,2025-09-24,2026-02-10,139.0,5232.46,5142.48,10374.94,PROP,,2025-11-12
64245C9A-9,6291F3E1,Caldeira,80.339.740/1489-00,CORPORATE,Ganho (CORPORATE),V007,Helena Costa,2024-12-01,2024-12-12,11.0,64926.9,136693.81,201620.71,PROP,,2024-12-13
0C3159FA-9,E9D19EFB,Sales,84.443.106/9872-00,MIDDLE,Perdido,V006,Gabriel Rocha,2025-06-02,2025-07-13,41.0,0.0,0.0,0.0,PROP PARCEIRO,Escolheu concorrente,2025-06-15
1ED8DDC6-B,A7659693,Melo - ME,50.723.688/7676-00,CORPORATE,Qualificação,V001,Ana Paula Ferreira,2026-04-29,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-06-23
D07EB4AC-E,4E9414EC,Peixoto Ltda.,91.699.854/3534-00,CORPORATE,Qualificação,V001,Ana Paula Ferreira,2026-01-18,,,0.0,0.0,0.0,PROP NEOGRID,,2026-01-19
D5667691-9,2A321913,Ferreira,59.325.250/0292-00,MIDDLE,Proposta enviada,V004,Diego Souza,2025-06-09,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-06-29
1EFC17E6-D,B05CCE3F,Fonseca,51.355.215/7043-00,MIDDLE,Proposta enviada,V006,Gabriel Rocha,2025-12-02,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-01-06
BEF6C21F-0,04A407CE,Cavalcanti,44.905.814/7700-00,CORPORATE,Prospecção,V005,Fernanda Lima,2024-10-18,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-12-08
F64E6F3C-4,747C5FE6,Sampaio,33.272.795/6878-00,MIDDLE,Proposta enviada,V004,Diego Souza,2026-02-20,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-03-20
FD35AB3D-F,A63232B5,Pires,67.242.388/4969-00,CORPORATE,Prospecção,V007,Helena Costa,2024-06-11,,,0.0,0.0,0.0,PROP,,2024-07-08
6D4B2128-D,6291F3E1,Caldeira,80.339.740/1489-00,MIDDLE,Prospecção,V008,Igor Nascimento,2024-08-10,,,0.0,0.0,0.0,PROP,,2024-09-24
6F15E6DD-4,98F57D6E,Cassiano,46.786.691/2517-00,CORPORATE,Perdido,V007,Helena Costa,2024-09-29,2024-11-06,38.0,0.0,0.0,0.0,PROP PARCEIRO,Projeto cancelado,2024-10-05
50645431-A,944574C6,Barbosa,93.756.798/2507-00,MIDDLE,Qualificação,V008,Igor Nascimento,2025-01-07,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-01-23
24B5FDCC-8,E5B82B59,da Costa,69.379.237/4740-00,MIDDLE,Qualificação,V006,Gabriel Rocha,2025-06-05,,,0.0,0.0,0.0,PROP NEOGRID,,2025-06-12
D446967E-0,D1202414,Gomes Correia - EI,55.188.442/2583-00,MIDDLE,Qualificação,V004,Diego Souza,2025-07-18,,,0.0,0.0,0.0,PROP,,2025-08-19
72D989D1-8,8EA0B8E0,Novaes,49.027.874/2967-00,CORPORATE,Qualificação,V001,Ana Paula Ferreira,2025-06-04,,,0.0,0.0,0.0,PROP NEOGRID,,2025-07-08
E8279DD4-9,E9C14CE5,Martins e Filhos,15.220.472/7790-00,MIDDLE,Qualificação,V008,Igor Nascimento,2025-09-01,,,0.0,0.0,0.0,PROP NEOGRID,,2025-09-25
B9DBD131-2,B055FECC,Leão e Filhos,62.316.658/7603-00,CORPORATE,Qualificação,V007,Helena Costa,2025-02-12,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-02-27
7675D61A-2,136ABA6F,Aragão S.A.,44.472.126/4647-00,CORPORATE,Proposta enviada,V001,Ana Paula Ferreira,2024-09-23,,,0.0,0.0,0.0,PROP PARCEIRO,,2024-10-22
CEBDA31A-2,B0234779,Silva - EI,03.161.799/0421-00,MIDDLE,Proposta enviada,V008,Igor Nascimento,2025-11-04,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-11-10
873ACC93-3,5B5E0A94,Martins,78.361.340/7451-00,MIDDLE,Qualificação,V003,Carla Mendes,2026-01-31,,,0.0,0.0,0.0,PROP PARCEIRO,,2026-03-29
551BE103-1,098791C8,Guerra,42.059.304/0785-00,CORPORATE,Negociação,V002,Bruno Carvalho,2025-01-25,,,0.0,0.0,0.0,PROP PARCEIRO,,2025-02-22
5EEF0733-6,796C49CA,Ribeiro,49.818.299/2299-00,CORPORATE,Prospecção,V005,Fernanda Lima,2025-07-01,,,0.0,0.0,0.0,PROP NEOGRID,,2025-08-28
